ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_HOUSING_TYPE,FLAG_MOBIL,OCCUPATION_TYPE,NO_RISK_MONTHS,LOW_RISK_MONTHS,MEDIUM_RISK_MONTHS,HIGH_RISK_MONTHS,CRITICAL_RISK_MONTHS,AGE_YEARS,YEARS_EMPLOYED,CREDIT_APPROVAL
5029109,1,0,315000.0,State servant,House,1,High skill tech staff,1,13,0,0,0,36,9,1
5029110,0,1,99000.0,Pensioner,House,1,,0,8,0,0,0,58,0,1
5029111,1,1,225000.0,State servant,House,1,Medicine staff,45,0,0,0,0,40,12,1
5029112,1,1,225000.0,State servant,House,1,Medicine staff,29,4,0,0,0,40,12,1
5029113,1,1,225000.0,State servant,House,1,Medicine staff,53,0,0,0,0,40,12,1
5029114,1,1,225000.0,State servant,House,1,Medicine staff,39,4,0,0,0,40,12,1
5029116,1,1,225000.0,State servant,House,1,Medicine staff,9,0,0,0,0,40,12,1
5029117,1,1,225000.0,State servant,House,1,Medicine staff,43,0,0,0,0,40,12,1
5029118,1,1,225000.0,State servant,House,1,Medicine staff,12,12,0,0,0,40,12,1
5029119,1,1,225000.0,State servant,House,1,Medicine staff,12,12,0,0,0,40,12,1
5029120,0,1,123750.0,Working,House,1,Cleaning staff,9,9,0,0,0,45,1,1
5029121,0,1,123750.0,Working,House,1,Cleaning staff,50,3,0,0,0,45,1,1
5029122,0,1,123750.0,Working,House,1,Cleaning staff,16,9,0,0,0,45,1,1
5029124,0,1,123750.0,Working,House,1,Cleaning staff,32,11,0,0,0,45,1,1
5029125,0,1,123750.0,Working,House,1,Cleaning staff,7,11,0,0,0,45,1,1
5029127,0,1,123750.0,Working,House,1,Cleaning staff,36,5,0,0,0,45,1,1
5029128,0,1,123750.0,Working,House,1,Cleaning staff,22,3,0,0,0,45,1,1
5029129,0,1,123750.0,Working,House,1,Cleaning staff,27,10,0,0,0,45,1,1
5029130,0,1,123750.0,Working,House,1,Cleaning staff,32,11,0,0,0,45,1,1
5029131,0,1,337500.0,State servant,House,1,Core staff,1,3,0,0,0,28,4,1
5029132,0,1,337500.0,State servant,House,1,Core staff,1,5,0,0,0,28,4,1
5029133,0,1,337500.0,State servant,House,1,Core staff,5,6,0,0,0,28,4,1
5029134,0,1,337500.0,State servant,House,1,Core staff,1,11,0,0,0,28,4,1
5029135,0,1,337500.0,State servant,House,1,Core staff,1,11,0,0,0,28,4,1
5029136,0,1,180000.0,Commercial associate,House,1,Managers,1,6,0,0,0,38,6,1
5029137,1,1,360000.0,Commercial associate,House,1,Managers,2,5,0,0,0,34,8,1
5029138,1,1,360000.0,Commercial associate,House,1,Managers,0,7,0,0,0,34,8,1
5029139,1,1,360000.0,Commercial associate,House,1,Managers,21,5,0,0,0,34,8,1
5029141,0,1,162000.0,Working,House,1,Cooking staff,7,8,3,0,0,55,6,0
5029142,0,1,207000.0,Working,House,1,Accountants,25,35,0,0,0,55,1,1
5029144,0,0,157500.0,Pensioner,House,1,,1,34,0,0,0,62,0,1
5029149,1,0,225000.0,Working,House,1,Sales staff,1,7,0,0,0,40,10,1
5029151,0,0,90000.0,Working,House,1,Laborers,2,37,1,0,0,48,23,1
5029152,0,1,67500.0,State servant,House,1,,0,4,0,0,0,49,0,1
5029154,1,1,157500.0,Pensioner,House,1,,2,8,0,0,0,63,0,1
5029157,0,0,202500.0,Working,House,1,Core staff,2,17,0,0,0,34,9,1
5029158,1,0,247500.0,Commercial associate,House,1,High skill tech staff,55,6,0,0,0,40,5,1
5029159,1,0,247500.0,Commercial associate,House,1,High skill tech staff,13,6,0,0,0,40,5,1
5029161,0,0,157500.0,Commercial associate,House,1,Laborers,1,3,0,0,0,50,11,1
5029162,0,0,180000.0,Commercial associate,House,1,Sales staff,19,3,0,0,0,34,4,1
5029163,0,1,157500.0,Working,House,1,Laborers,2,2,0,0,0,31,9,1
5029165,0,1,292500.0,Working,House,1,,6,47,5,0,0,32,10,0
5029166,1,1,360000.0,Commercial associate,House,1,Managers,2,6,0,0,0,55,14,1
5029168,0,1,117000.0,Pensioner,House,1,,42,16,0,0,0,56,0,1
5029169,0,0,202500.0,Working,House,1,Medicine staff,22,9,0,0,0,53,32,1
5029171,1,1,225000.0,Commercial associate,House,1,Managers,4,8,0,0,0,36,8,1
5029172,0,1,112500.0,Pensioner,House,1,,5,4,0,0,0,58,0,1
5029173,0,1,315000.0,Commercial associate,House,1,Sales staff,18,8,0,0,0,52,8,1
5029175,0,0,202500.0,Working,Municipal apartment,1,Laborers,5,13,0,0,0,48,9,1
5029176,1,1,130500.0,Working,House,1,Drivers,45,7,0,0,0,53,31,1
5029177,1,0,202500.0,Working,House,1,,18,8,0,0,0,41,12,1
5029178,0,1,193500.0,Pensioner,House,1,,6,11,0,0,0,56,0,1
5029180,1,1,157500.0,Commercial associate,House,1,Security staff,1,27,5,0,0,46,2,0
5029181,1,1,157500.0,Commercial associate,House,1,Drivers,28,10,0,0,0,48,1,1
5029182,1,1,202500.0,Working,House,1,Managers,23,14,0,0,0,27,6,1
5029183,0,1,135000.0,Commercial associate,House,1,Laborers,21,6,0,0,0,36,1,1
5029184,0,1,108000.0,Working,House,1,Laborers,3,1,0,0,0,43,12,1
5029186,0,1,135000.0,Pensioner,House,1,,4,8,0,0,0,51,0,1
5029187,0,0,157500.0,Pensioner,House,1,,7,1,4,0,0,61,0,0
5029188,1,1,193500.0,State servant,House,1,High skill tech staff,29,11,0,0,0,48,13,1
5029189,1,1,252000.0,State servant,House,1,Medicine staff,1,4,0,0,0,35,17,1
5029190,0,0,112500.0,Commercial associate,House,1,Sales staff,1,1,0,0,0,36,6,1
5029191,0,1,202500.0,Working,House,1,Sales staff,14,6,0,0,0,32,8,1
5029193,0,1,135000.0,Commercial associate,House,1,Core staff,25,0,0,0,0,42,22,1
5029194,1,1,225000.0,Working,House,1,Laborers,8,6,0,0,0,52,8,1
5029195,0,1,94500.0,Working,House,1,Laborers,7,12,0,0,0,49,1,1
5029196,0,0,225000.0,Pensioner,House,1,,16,10,0,0,0,59,0,1
5029198,0,1,103500.0,Working,House,1,Laborers,6,18,0,0,0,34,3,1
5029199,1,1,90000.0,Commercial associate,House,1,Laborers,3,5,0,0,0,51,4,1
5029200,1,1,90000.0,Commercial associate,House,1,Laborers,0,7,1,0,0,51,4,1
5029203,0,1,180000.0,Pensioner,House,1,,39,18,0,0,0,60,0,1
5029204,0,1,180000.0,Pensioner,House,1,,9,9,0,0,0,60,0,1
5029205,0,1,180000.0,Pensioner,House,1,,3,9,0,0,0,60,0,1
5029207,0,1,180000.0,Pensioner,House,1,,16,18,0,0,0,60,0,1
5029208,0,1,180000.0,Pensioner,House,1,,8,16,0,0,0,60,0,1
5029209,0,1,180000.0,Pensioner,House,1,,1,15,0,0,0,60,0,1
5029210,0,1,180000.0,Pensioner,House,1,,9,9,0,0,0,60,0,1
5029211,0,1,180000.0,Pensioner,House,1,,0,6,0,0,0,60,0,1
5029212,0,1,180000.0,Pensioner,House,1,,30,0,0,0,0,60,0,1
5029213,0,1,180000.0,Pensioner,House,1,,1,20,0,0,0,60,0,1
5029214,0,1,126000.0,Working,House,1,Laborers,41,0,0,0,0,59,6,1
5029216,0,1,126000.0,Working,House,1,Laborers,3,8,0,0,0,59,6,1
5029220,1,1,108000.0,Pensioner,House,1,,34,10,0,0,0,58,0,1
5029222,1,1,108000.0,Pensioner,House,1,,0,5,0,0,0,58,0,1
5029223,1,1,108000.0,Pensioner,House,1,,0,5,0,0,0,58,0,1
5029225,1,1,144000.0,Pensioner,House,1,,7,6,0,0,0,58,0,1
5029226,1,1,144000.0,Pensioner,House,1,,21,6,0,0,0,58,0,1
5029227,0,1,180000.0,Working,House,1,Laborers,6,30,0,0,0,53,12,1
5029228,0,1,180000.0,Working,House,1,Laborers,0,4,0,0,0,53,12,1
5029230,0,1,180000.0,Working,House,1,Laborers,13,23,0,0,0,53,12,1
5029231,0,1,180000.0,Working,House,1,Laborers,4,7,0,0,0,53,12,1
5029232,0,1,180000.0,Working,House,1,Laborers,0,3,0,0,0,53,12,1
5029233,0,1,180000.0,Working,House,1,Laborers,9,27,0,0,0,53,12,1
5029234,0,1,180000.0,Working,House,1,Laborers,36,23,0,0,0,53,12,1
5029235,0,1,81000.0,Pensioner,House,1,,20,11,1,0,0,63,0,1
5029236,0,1,81000.0,Pensioner,House,1,,8,3,0,0,0,63,0,1
5029237,0,1,81000.0,Pensioner,House,1,,20,11,1,0,0,63,0,1
5029238,0,1,81000.0,Pensioner,House,1,,36,9,0,0,0,63,0,1
5029239,0,1,81000.0,Pensioner,House,1,,20,11,1,0,0,63,0,1
5029240,0,0,247500.0,Pensioner,House,1,,7,3,0,0,0,57,0,1
5029243,0,0,247500.0,Pensioner,House,1,,26,5,0,0,0,57,0,1
5029244,0,1,90000.0,Working,House,1,Laborers,1,11,1,0,0,28,0,1
5029245,0,1,90000.0,Working,House,1,Laborers,21,9,3,0,0,28,0,0
5029247,0,1,135000.0,Pensioner,House,1,,22,6,0,0,0,58,0,1
5029248,1,1,135000.0,Commercial associate,House,1,Drivers,6,0,0,0,0,41,0,1
5029249,0,1,157500.0,Working,House,1,Laborers,0,11,0,0,0,38,11,1
5029251,0,1,157500.0,Working,House,1,Laborers,19,14,0,0,0,38,11,1
5029252,0,1,157500.0,Working,House,1,Laborers,18,12,0,0,0,38,11,1
5029253,0,1,157500.0,Working,House,1,Laborers,35,8,0,0,0,38,11,1
5029254,0,1,157500.0,Working,House,1,Laborers,1,27,0,0,0,38,11,1
5029255,0,1,157500.0,Working,House,1,Laborers,37,9,0,0,0,38,11,1
5029256,1,1,225000.0,Working,House,1,Drivers,2,2,0,0,0,36,2,1
5029257,1,1,225000.0,Working,House,1,Drivers,26,8,0,0,0,36,2,1
5029258,1,1,225000.0,Working,House,1,Drivers,4,22,0,0,0,36,2,1
5029259,1,1,225000.0,Working,House,1,Drivers,8,0,0,0,0,36,2,1
5029260,1,1,225000.0,Working,House,1,Drivers,36,9,0,0,0,36,2,1
5029261,1,1,225000.0,Working,House,1,Drivers,27,8,0,0,0,36,2,1
5029262,1,1,225000.0,Working,House,1,Drivers,44,3,0,0,0,36,2,1
5029263,1,1,225000.0,Working,House,1,Drivers,3,21,2,0,0,36,2,1
5029264,1,1,225000.0,Working,House,1,Drivers,9,7,0,0,0,36,2,1
5029265,1,1,225000.0,Working,House,1,Drivers,8,8,0,0,0,36,2,1
5029266,1,1,225000.0,Working,House,1,Drivers,8,0,0,0,0,36,2,1
5029267,1,1,225000.0,Working,House,1,Drivers,26,0,0,0,0,36,2,1
5029268,1,1,225000.0,Working,House,1,Drivers,29,6,0,0,0,36,2,1
5029269,1,1,225000.0,Working,House,1,Drivers,41,3,0,0,0,36,2,1
5029270,1,1,225000.0,Working,House,1,Drivers,27,8,0,0,0,36,2,1
5029271,0,0,112500.0,Working,House,1,Sales staff,0,6,0,0,0,28,1,1
5029272,1,1,116653.5,Commercial associate,House,1,Laborers,30,9,0,0,0,25,4,1
5029273,1,1,116653.5,Commercial associate,House,1,Laborers,1,6,0,0,0,25,4,1
5029274,1,1,116653.5,Commercial associate,House,1,Laborers,11,5,0,0,0,25,4,1
5029275,0,1,112500.0,Commercial associate,House,1,Security staff,40,1,0,0,0,48,7,1
5029276,0,0,220500.0,Working,House,1,,2,15,0,0,0,41,0,1
5029277,0,0,220500.0,Working,House,1,,19,23,0,0,0,41,0,1
5029278,0,0,220500.0,Working,House,1,,4,19,0,0,0,41,0,1
5029279,0,0,220500.0,Working,House,1,,0,23,0,0,0,41,0,1
5029280,0,1,202500.0,Pensioner,House,1,,4,0,0,0,0,64,0,1
5029281,0,1,202500.0,Pensioner,House,1,,18,0,0,0,0,64,0,1
5029282,0,1,202500.0,Pensioner,House,1,,23,0,0,0,0,64,0,1
5029283,0,1,202500.0,Pensioner,House,1,,40,5,0,0,0,64,0,1
5029284,0,1,202500.0,Pensioner,House,1,,8,0,0,0,0,64,0,1
5029285,0,1,202500.0,Pensioner,House,1,,8,0,0,0,0,64,0,1
5029286,0,1,202500.0,Pensioner,House,1,,16,0,0,0,0,64,0,1
5029287,0,1,202500.0,Pensioner,House,1,,8,0,0,0,0,64,0,1
5029288,0,0,265500.0,Pensioner,House,1,,33,11,0,0,0,56,0,1
5029291,0,0,265500.0,Pensioner,House,1,,25,10,0,0,0,56,0,1
5029293,0,0,265500.0,Pensioner,House,1,,25,10,0,0,0,56,0,1
5029294,0,0,265500.0,Pensioner,House,1,,1,6,0,0,0,56,0,1
5029295,0,0,265500.0,Pensioner,House,1,,0,4,0,0,0,56,0,1
5029296,0,0,265500.0,Pensioner,House,1,,2,10,0,0,0,56,0,1
5029297,0,0,265500.0,Pensioner,House,1,,35,0,0,0,0,56,0,1
5029298,1,1,247500.0,Working,House,1,Sales staff,0,3,0,0,0,38,0,1
5029299,1,1,247500.0,Working,House,1,Sales staff,0,3,0,0,0,38,0,1
5029300,1,1,247500.0,Working,House,1,Sales staff,3,0,0,0,0,38,0,1
5029304,1,1,157500.0,Working,House,1,Drivers,9,0,0,0,0,42,0,1
5029305,1,1,157500.0,Working,House,1,Drivers,0,18,0,0,0,42,0,1
5029306,1,1,157500.0,Working,House,1,Drivers,3,4,0,0,0,42,0,1
5029308,1,1,180000.0,State servant,With parents,1,Laborers,5,10,0,0,0,45,5,1
5029309,1,1,180000.0,State servant,With parents,1,Laborers,1,0,0,0,0,45,5,1
5029312,0,1,157500.0,Working,House,1,Laborers,4,24,0,0,0,42,6,1
5029313,0,1,157500.0,Working,House,1,Laborers,0,10,0,0,0,42,6,1
5029314,0,0,225000.0,State servant,House,1,Core staff,45,12,0,0,0,41,23,1
5029315,0,0,225000.0,State servant,House,1,Core staff,2,1,0,0,0,41,23,1
5029316,0,0,225000.0,State servant,House,1,Core staff,45,12,0,0,0,41,23,1
5029317,0,1,135000.0,Working,House,1,Sales staff,2,2,1,0,0,42,0,1
5029318,0,1,90000.0,Pensioner,House,1,,3,13,0,0,0,60,0,1
5029319,0,1,90000.0,Pensioner,House,1,,8,16,0,0,0,60,0,1
5029320,0,1,40500.0,Pensioner,House,1,,8,9,2,0,0,49,0,1
5029321,0,1,40500.0,Pensioner,House,1,,1,6,0,0,0,49,0,1
5029322,0,1,40500.0,Pensioner,House,1,,6,35,0,0,0,49,0,1
5029323,0,1,202500.0,Pensioner,House,1,,1,5,0,0,0,64,0,1
5029324,0,1,202500.0,Pensioner,House,1,,17,12,0,0,0,64,0,1
5029327,0,1,112500.0,Pensioner,House,1,,27,0,0,0,0,61,0,1
5029328,0,1,112500.0,Pensioner,House,1,,14,4,1,0,0,61,0,1
5029329,1,1,81000.0,Working,House,1,,27,10,0,0,0,36,5,1
5029330,1,1,81000.0,Working,House,1,,34,10,0,0,0,36,5,1
5029331,0,0,225000.0,Working,House,1,Sales staff,0,16,0,0,0,32,3,1
5029333,0,0,225000.0,Working,House,1,Sales staff,20,19,0,0,0,32,3,1
5029335,0,0,225000.0,Working,House,1,Sales staff,44,3,0,0,0,32,3,1
5029336,0,0,225000.0,Working,House,1,Sales staff,2,18,0,0,0,32,3,1
5029338,0,1,81000.0,Working,House,1,Sales staff,13,8,0,0,0,52,0,1
5029342,0,1,270000.0,Pensioner,House,1,,16,6,0,0,0,55,0,1
5029343,0,1,270000.0,Pensioner,House,1,,22,6,1,0,0,55,0,1
5029344,0,1,270000.0,Pensioner,House,1,,7,6,0,0,0,55,0,1
5029345,1,1,270000.0,Working,House,1,Drivers,1,2,0,0,0,29,1,1
5029346,1,1,270000.0,Working,House,1,Drivers,27,12,0,0,0,29,1,1
5029347,1,1,270000.0,Working,House,1,Drivers,2,6,0,0,0,29,1,1
5029348,1,1,270000.0,Working,House,1,Drivers,2,13,0,0,0,29,1,1
5029349,1,1,270000.0,Working,House,1,Drivers,27,12,0,0,0,29,1,1
5029350,1,1,270000.0,Working,House,1,Drivers,1,13,0,0,0,29,1,1
5029351,1,1,270000.0,Working,House,1,Drivers,0,3,0,0,0,29,1,1
5029352,1,1,270000.0,Working,House,1,Drivers,0,8,0,0,0,29,1,1
5029353,1,1,270000.0,Commercial associate,House,1,Sales staff,5,6,0,0,0,39,3,1
5029354,1,1,270000.0,Commercial associate,House,1,Sales staff,18,8,0,0,0,39,3,1
5029356,1,1,270000.0,Commercial associate,House,1,Sales staff,5,6,0,0,0,39,3,1
5029357,1,1,360000.0,Working,House,1,Managers,24,0,0,0,0,36,2,1
5029358,1,1,360000.0,Working,House,1,Managers,43,8,0,0,0,36,2,1
5029359,1,1,360000.0,Working,House,1,Managers,8,0,0,0,0,36,2,1
5029360,1,1,360000.0,Working,House,1,Managers,24,0,0,0,0,36,2,1
5029361,1,1,360000.0,Working,House,1,Managers,24,0,0,0,0,36,2,1
5029362,1,1,360000.0,Working,House,1,Managers,11,4,0,0,0,36,2,1
5029363,1,1,360000.0,Working,House,1,Managers,15,0,0,0,0,36,2,1
5029364,0,1,157500.0,Working,House,1,Core staff,22,5,0,0,0,37,4,1
5029365,0,1,157500.0,Working,House,1,Core staff,1,26,1,0,0,37,4,1
5029366,0,1,157500.0,Working,House,1,Core staff,5,10,0,0,0,37,4,1
5029367,0,1,157500.0,Working,House,1,Core staff,0,6,1,0,0,37,4,1
5029368,0,1,157500.0,Working,House,1,Core staff,5,2,1,0,0,37,4,1
5029369,0,1,157500.0,Working,House,1,Core staff,9,13,1,0,0,37,4,1
5029370,0,1,157500.0,Working,House,1,Core staff,1,26,1,0,0,37,4,1
5029373,0,1,270000.0,Working,House,1,,15,6,0,0,0,47,0,1
5029374,0,1,270000.0,Working,House,1,,15,6,0,0,0,47,0,1
5029376,0,1,45000.0,Pensioner,House,1,,3,1,0,0,0,56,0,1
5029377,0,1,180000.0,Pensioner,House,1,,0,11,0,0,0,57,0,1
5029378,0,1,180000.0,Pensioner,House,1,,0,2,0,0,0,57,0,1
5029379,0,1,180000.0,Pensioner,House,1,,3,6,1,0,0,57,0,1
5029380,0,1,180000.0,Pensioner,House,1,,5,4,0,0,0,57,0,1
5029381,0,1,180000.0,Pensioner,House,1,,11,4,0,0,0,57,0,1
5029382,0,1,180000.0,Pensioner,House,1,,16,1,0,0,0,57,0,1
5029383,0,1,180000.0,Pensioner,House,1,,0,11,0,0,0,57,0,1
5029384,0,1,180000.0,Pensioner,House,1,,0,19,6,0,0,57,0,0
5029385,0,1,180000.0,Pensioner,House,1,,0,19,6,0,0,57,0,0
5029386,0,1,180000.0,Pensioner,House,1,,27,0,0,0,0,57,0,1
5029387,0,1,180000.0,Pensioner,House,1,,16,1,0,0,0,57,0,1
5029388,1,0,270000.0,Working,House,1,,0,9,0,0,0,34,8,1
5029389,1,0,270000.0,Working,House,1,,0,9,0,0,0,34,8,1
5029390,1,0,270000.0,Working,House,1,,1,15,0,0,0,34,8,1
5029393,1,1,252000.0,Working,House,1,Security staff,15,10,0,0,0,50,0,1
5029394,1,1,252000.0,Working,House,1,Security staff,8,6,0,0,0,50,0,1
5029397,1,1,135000.0,Working,House,1,Sales staff,0,3,0,0,0,27,2,1
5029398,0,0,112500.0,Pensioner,House,1,,6,23,0,0,0,52,0,1
5029400,0,0,112500.0,Pensioner,House,1,,6,1,0,0,0,52,0,1
5029401,0,0,112500.0,Pensioner,House,1,,53,0,0,0,0,52,0,1
5029402,0,0,135000.0,Working,With parents,1,Laborers,1,1,0,0,0,31,1,1
5029404,0,0,135000.0,Working,With parents,1,Laborers,1,1,0,0,0,31,1,1
5029405,0,0,135000.0,Working,With parents,1,Laborers,1,1,0,0,0,31,1,1
5029406,0,0,135000.0,Working,With parents,1,Laborers,6,7,0,0,0,31,1,1
5029407,0,0,90000.0,State servant,Rented apartment,1,Core staff,10,0,0,0,0,47,3,1
5029408,0,0,90000.0,State servant,Rented apartment,1,Core staff,10,0,0,0,0,47,3,1
5029409,0,0,90000.0,State servant,Rented apartment,1,Core staff,13,17,0,0,0,47,3,1
5029410,0,0,90000.0,State servant,Rented apartment,1,Core staff,10,0,0,0,0,47,3,1
5029411,0,0,90000.0,State servant,Rented apartment,1,Core staff,7,0,0,0,0,47,3,1
5029412,0,1,315000.0,State servant,House,1,Core staff,2,6,0,0,0,30,6,1
5029413,0,1,315000.0,State servant,House,1,Core staff,5,14,1,0,0,30,6,1
5029414,0,1,315000.0,State servant,House,1,Core staff,5,14,1,0,0,30,6,1
5029415,0,1,315000.0,State servant,House,1,Core staff,5,14,1,0,0,30,6,1
5029416,0,1,315000.0,State servant,House,1,Core staff,5,14,1,0,0,30,6,1
5029417,0,1,315000.0,State servant,House,1,Core staff,1,0,0,0,0,30,6,1
5029418,0,1,315000.0,State servant,House,1,Core staff,5,3,0,0,0,30,6,1
5029419,0,1,315000.0,State servant,House,1,Core staff,5,13,1,0,0,30,6,1
5029420,0,1,315000.0,State servant,House,1,Core staff,4,0,0,0,0,30,6,1
5029421,0,1,315000.0,State servant,House,1,Core staff,3,0,0,0,0,30,6,1
5029422,0,1,315000.0,State servant,House,1,Core staff,5,5,0,0,0,30,6,1
5029423,0,1,315000.0,State servant,House,1,Core staff,5,9,1,0,0,30,6,1
5029424,0,1,315000.0,State servant,House,1,Core staff,5,12,1,0,0,30,6,1
5029425,0,1,315000.0,State servant,House,1,Core staff,5,14,1,0,0,30,6,1
5029427,1,1,126000.0,Working,House,1,Drivers,1,23,0,0,0,29,1,1
5029428,0,1,135000.0,Working,House,1,Sales staff,23,6,0,0,0,44,3,1
5029429,0,1,135000.0,Working,House,1,Sales staff,0,7,0,0,0,44,3,1
5029430,0,1,135000.0,Working,House,1,Sales staff,1,8,0,0,0,44,3,1
5029431,0,1,135000.0,Working,House,1,Sales staff,3,6,0,0,0,44,3,1
5029432,0,1,135000.0,Working,House,1,Sales staff,1,8,0,0,0,44,3,1
5029433,0,1,135000.0,Working,House,1,Sales staff,14,6,0,0,0,44,3,1
5029435,1,1,225000.0,Working,House,1,Core staff,14,10,0,0,0,47,8,1
5029436,1,1,225000.0,Working,House,1,Core staff,19,4,0,0,0,47,8,1
5029437,1,1,225000.0,Working,House,1,Core staff,12,13,0,0,0,47,8,1
5029438,1,1,225000.0,Working,House,1,Core staff,40,1,0,0,0,47,8,1
5029439,1,1,225000.0,Working,House,1,Core staff,31,3,3,0,0,47,8,0
5029440,1,1,225000.0,Working,House,1,Core staff,13,22,4,1,0,47,8,0
5029441,1,1,225000.0,Working,House,1,Core staff,0,7,0,0,0,47,8,1
5029442,1,1,225000.0,Working,House,1,Core staff,39,3,0,0,0,47,8,1
5029443,1,1,225000.0,Working,House,1,Core staff,17,14,0,0,0,47,8,1
5029447,1,1,225000.0,Working,House,1,Core staff,21,13,0,0,0,47,8,1
5029448,1,1,225000.0,Working,House,1,Core staff,17,20,0,0,0,47,8,1
5029449,1,1,225000.0,Working,House,1,Core staff,4,18,0,0,0,47,8,1
5029450,1,1,225000.0,Working,House,1,Core staff,22,13,0,0,0,47,8,1
5029451,1,1,225000.0,Working,House,1,Core staff,22,29,1,1,0,47,8,1
5029452,1,1,225000.0,Working,House,1,Core staff,18,3,0,0,0,47,8,1
5029453,1,1,225000.0,Working,House,1,Core staff,22,2,0,0,0,47,8,1
5029456,1,1,112500.0,Commercial associate,House,1,Core staff,1,12,0,0,0,28,8,1
5029457,1,1,112500.0,Commercial associate,House,1,Core staff,5,11,0,0,0,28,8,1
5029458,1,1,112500.0,Commercial associate,House,1,Core staff,21,6,0,0,0,28,8,1
5029459,1,1,112500.0,Commercial associate,House,1,Core staff,2,6,0,0,0,28,8,1
5029460,1,1,112500.0,Commercial associate,House,1,Core staff,0,8,0,0,0,28,8,1
5029461,1,1,112500.0,Commercial associate,House,1,Core staff,46,3,0,0,0,28,8,1
5029462,1,1,112500.0,Commercial associate,House,1,Core staff,0,6,1,0,0,28,8,1
5029463,1,1,112500.0,Commercial associate,House,1,Core staff,0,12,0,0,0,28,8,1
5029464,1,1,112500.0,Commercial associate,House,1,Core staff,1,6,0,0,0,28,8,1
5029465,1,1,112500.0,Commercial associate,House,1,Core staff,1,17,0,0,0,28,8,1
5029466,1,1,112500.0,Commercial associate,House,1,Core staff,1,8,0,0,0,28,8,1
5029467,1,1,112500.0,Commercial associate,House,1,Core staff,1,8,0,0,0,28,8,1
5029470,0,1,67500.0,Pensioner,House,1,,0,17,0,0,0,55,0,1
5029471,0,1,67500.0,Pensioner,House,1,,1,4,0,0,0,55,0,1
5029472,0,1,67500.0,Pensioner,House,1,,49,6,0,0,0,55,0,1
5029473,0,1,67500.0,Pensioner,House,1,,1,35,0,0,0,55,0,1
5029474,0,1,67500.0,Pensioner,House,1,,23,13,0,0,0,55,0,1
5029476,1,1,67500.0,Working,House,1,,11,5,0,0,0,44,7,1
5029477,1,1,67500.0,Working,House,1,,0,12,0,0,0,44,7,1
5029478,1,1,67500.0,Working,House,1,,7,5,0,0,0,44,7,1
5029479,1,1,67500.0,Working,House,1,,0,12,0,0,0,44,7,1
5029480,1,1,67500.0,Working,House,1,,11,5,0,0,0,44,7,1
5029481,0,1,180000.0,Working,House,1,Laborers,0,11,1,0,0,40,5,1
5029485,1,0,247500.0,Working,House,1,Managers,53,0,0,0,0,57,10,1
5029487,1,0,247500.0,Working,House,1,Managers,38,0,0,0,0,57,10,1
5029488,1,0,247500.0,Working,House,1,Managers,11,12,0,0,0,57,10,1
5029489,1,0,247500.0,Working,House,1,Managers,13,11,0,0,0,57,10,1
5029490,1,0,247500.0,Working,House,1,Managers,34,0,0,0,0,57,10,1
5029491,1,0,247500.0,Working,House,1,Managers,27,6,0,0,0,57,10,1
5029492,0,1,67500.0,Working,House,1,,27,6,0,0,0,33,4,1
5029493,0,1,67500.0,Working,House,1,,16,12,0,0,0,33,4,1
5029496,0,1,67500.0,Working,House,1,,14,5,0,0,0,33,4,1
5029498,0,1,67500.0,Working,House,1,,12,0,0,0,0,33,4,1
5029499,0,1,67500.0,Working,House,1,,11,0,0,0,0,33,4,1
5029500,0,1,67500.0,Working,House,1,,0,9,0,0,0,33,4,1
5029501,0,1,67500.0,Working,House,1,,0,9,0,0,0,33,4,1
5029502,0,1,67500.0,Working,House,1,,27,6,0,0,0,33,4,1
5029503,0,1,67500.0,Working,House,1,,19,9,0,0,0,33,4,1
5029504,0,1,67500.0,Working,House,1,,27,6,0,0,0,33,4,1
5029505,0,1,292500.0,Pensioner,House,1,,0,8,2,0,0,62,0,1
5029507,0,1,292500.0,Pensioner,House,1,,0,8,2,0,0,62,0,1
5029511,0,0,112500.0,Commercial associate,House,1,,6,11,1,0,0,49,2,1
5029512,0,0,112500.0,Commercial associate,House,1,,7,10,0,0,0,49,2,1
5029513,1,1,153000.0,State servant,House,1,Drivers,24,12,0,0,0,51,4,1
5029514,1,1,153000.0,State servant,House,1,Drivers,24,12,0,0,0,51,4,1
5029516,1,1,153000.0,State servant,House,1,Drivers,0,5,0,0,0,51,4,1
5029517,1,1,153000.0,State servant,House,1,Drivers,8,12,0,0,0,51,4,1
5029518,1,1,153000.0,State servant,House,1,Drivers,6,12,0,0,0,51,4,1
5029519,0,1,135000.0,Working,House,1,,19,9,0,0,0,52,23,1
5029521,0,1,135000.0,Working,House,1,,6,22,0,0,0,52,23,1
5029522,0,1,135000.0,Working,House,1,,19,9,0,0,0,52,23,1
5029528,0,0,225000.0,Commercial associate,Municipal apartment,1,Cooking staff,43,0,0,0,0,51,1,1
5029529,1,1,112500.0,Pensioner,House,1,,1,12,0,0,0,59,0,1
5029531,0,0,81000.0,Working,House,1,Core staff,8,4,0,0,0,28,1,1
5029532,0,0,81000.0,Working,House,1,Core staff,8,1,0,0,0,28,1,1
5029533,0,0,81000.0,Working,House,1,Core staff,4,4,0,0,0,28,1,1
